customer_id,cohort_month,txn_month
50510,2021-12,2023-05
84338,2022-03,2022-08
73607,2022-03,2021-11
1231,2023-06,2021-06
75124,2023-07,2022-04
49770,2023-08,2023-10
93110,2021-11,2021-08
47914,2022-03,2021-02
94451,2021-12,2022-12
34413,2021-10,2023-06
42484,2022-10,2022-12
83813,2022-05,2023-02
64246,2023-06,2022-03
69700,2022-09,2023-06
90134,2021-02,2023-09
17291,2023-11,2021-04
54940,2022-12,2023-01
39598,2022-10,2021-03
74018,2023-03,2023-03
62562,2023-04,2022-12
22331,2023-07,2022-07
43856,2021-09,2021-04
32146,2022-05,2021-09
33111,2022-06,2023-08
82126,2023-02,2021-03
1835,2022-03,2022-08
90288,2021-05,2023-04
74746,2021-09,2022-12
99749,2023-12,2021-05
69715,2023-08,2023-03
56386,2023-01,2023-03
89121,2023-06,2022-05
12553,2022-12,2023-12
11899,2023-04,2022-11
84596,2023-08,2021-10
16826,2022-11,2021-05
79239,2023-01,2023-03
9182,2021-09,2022-05
95205,2021-01,2022-03
51975,2022-10,2022-06
58238,2023-08,2021-06
78867,2021-11,2022-06
66431,2022-08,2021-12
91725,2021-12,2023-10
41144,2021-03,2023-11
6788,2021-02,2021-08
7389,2021-09,2021-05
4541,2022-10,2022-08
96280,2021-09,2022-06
55180,2021-08,2023-01
99694,2023-03,2022-12
74446,2023-01,2023-07
25721,2021-08,2023-09
45631,2021-08,2023-06
39073,2022-01,2023-06
59081,2021-08,2021-03
74604,2022-09,2021-05
66925,2022-02,2022-08
74166,2023-11,2021-04
18786,2022-08,2022-03
17898,2022-05,2023-06
15275,2023-05,2021-02
16921,2021-02,2021-06
94837,2022-08,2021-12
48681,2022-07,2021-07
45253,2022-05,2021-12
97219,2022-09,2022-10
59225,2023-10,2023-11
39055,2022-10,2022-11
71940,2023-08,2023-01
25186,2023-05,2023-04
27236,2023-12,2022-11
95844,2022-10,2022-07
28328,2023-02,2023-03
79621,2023-02,2023-06
64893,2023-08,2023-02
94246,2023-12,2021-10
73203,2021-11,2022-11
50593,2023-06,2023-01
21211,2023-01,2021-11
67727,2023-07,2023-07
41307,2023-04,2023-12
12240,2021-01,2022-09
30737,2023-08,2022-11
9542,2022-12,2023-02
76118,2023-02,2023-03
24834,2023-09,2021-12
77586,2023-01,2023-07
7940,2021-06,2023-08
88893,2023-08,2023-07
53008,2021-02,2022-11
48545,2023-01,2021-05
16946,2022-04,2021-02
43814,2021-06,2023-01
14395,2022-03,2022-11
24629,2022-08,2021-12
69226,2023-03,2023-02
59357,2021-04,2022-11
74629,2022-01,2023-12
1413,2021-10,2022-09
64945,2023-06,2021-03
98229,2022-11,2021-11
6587,2022-08,2021-12
99389,2021-11,2022-07
26663,2023-08,2022-04
83340,2022-05,2022-09
21113,2021-08,2022-06
98767,2023-04,2023-12
50671,2023-05,2022-01
10918,2021-07,2021-04
70599,2022-02,2022-02
21268,2022-11,2023-02
85737,2022-06,2021-10
55203,2022-01,2023-02
1479,2021-09,2021-07
55154,2022-03,2022-02
99117,2022-08,2023-08
61906,2023-08,2022-04
59473,2021-01,2022-11
40574,2023-07,2023-12
22806,2021-06,2023-01
17996,2022-05,2021-12
87818,2022-06,2021-08
41447,2022-01,2023-09
79664,2022-01,2021-08
94841,2022-07,2021-11
34067,2021-08,2022-06
60184,2023-01,2021-02
11641,2022-07,2023-09
92729,2023-10,2021-05
74692,2023-01,2023-04
4651,2022-03,2023-06
64178,2023-01,2021-07
90754,2023-12,2022-11
6788,2021-02,2023-04
26898,2023-08,2022-10
5082,2022-07,2021-07
25111,2023-10,2022-08
70295,2023-08,2023-11
23694,2023-04,2023-11
64987,2021-03,2021-09
71036,2021-02,2021-07
13566,2022-11,2022-04
13772,2023-11,2021-06
24284,2022-12,2023-10
13101,2021-11,2021-05
15289,2023-03,2021-11
85930,2023-10,2023-04
550,2023-01,2023-01
63361,2022-04,2023-02
40167,2021-02,2023-08
41624,2023-09,2023-03
59222,2021-10,2022-09
18517,2021-10,2022-08
6292,2022-12,2021-04
78452,2023-02,2023-06
77507,2022-03,2021-12
67276,2022-02,2021-12
64334,2022-01,2021-12
88067,2021-04,2022-05
72871,2022-05,2022-02
60906,2022-11,2023-08
38368,2022-06,2023-08
88769,2021-07,2023-12
64635,2022-09,2022-10
51725,2022-01,2021-11
88867,2023-09,2022-01
69924,2023-11,2022-05
90544,2023-11,2021-06
71067,2021-02,2021-07
85026,2023-09,2022-02
72540,2023-12,2021-03
17815,2021-03,2022-01
31617,2022-05,2021-07
12180,2023-03,2022-07
57901,2022-02,2023-07
94698,2023-03,2021-02
20529,2023-07,2021-12
49959,2021-07,2022-05
18850,2022-10,2021-11
57494,2023-11,2023-09
18069,2021-12,2023-01
28498,2021-01,2023-11
77482,2021-01,2021-08
46278,2021-06,2023-04
40241,2023-12,2022-03
50942,2023-09,2023-08
93559,2021-06,2023-12
74721,2023-06,2021-05
15777,2021-10,2023-01
49258,2022-11,2022-07
83237,2023-07,2022-09
75702,2023-06,2023-08
92015,2023-07,2021-02
97495,2022-01,2022-01
22596,2023-08,2022-03
46055,2023-10,2022-09
95187,2022-03,2021-03
87902,2023-05,2022-12
30488,2023-11,2022-07
41177,2023-12,2021-01
72599,2023-11,2022-12
87356,2023-07,2021-12
36762,2021-06,2021-08
37865,2021-05,2022-10
66277,2021-01,2022-03
14522,2023-08,2023-11
53912,2022-12,2021-03
98843,2022-03,2021-01
44064,2022-01,2022-04
78977,2022-04,2022-03
52814,2022-05,2022-08
24850,2021-09,2023-01
15415,2022-12,2021-05
2672,2023-07,2022-01
20808,2022-10,2022-02
78801,2023-12,2021-04
15307,2023-12,2023-12
27282,2021-05,2021-07
64842,2021-11,2023-12
43289,2022-05,2023-11
43773,2022-10,2021-03
64648,2021-06,2021-07
84888,2023-11,2023-02
78167,2022-05,2021-11
70655,2023-11,2022-04
60937,2023-03,2023-12
1624,2021-01,2021-03
29356,2023-02,2021-02
66265,2022-09,2022-10
98467,2022-11,2023-09
65191,2021-08,2021-10
14632,2021-07,2023-06
28911,2022-08,2022-11
65015,2023-01,2021-03
56136,2023-08,2021-12
67957,2021-12,2023-03
11125,2022-11,2022-06
94015,2021-10,2021-04
52180,2022-07,2021-05
76382,2021-11,2021-09
92248,2023-11,2021-06
64302,2023-03,2023-09
37010,2022-12,2022-08
17689,2021-12,2023-04
31387,2021-01,2021-11
85416,2023-06,2021-09
72365,2022-11,2022-08
92213,2022-09,2022-05
21941,2021-01,2023-07
27348,2021-08,2022-04
73138,2022-05,2023-10
44135,2023-04,2023-02
83935,2022-09,2021-01
91281,2023-04,2022-09
83721,2021-07,2022-07
97254,2021-12,2023-07
97448,2023-05,2021-12
95095,2023-02,2023-10
40272,2021-09,2021-08
52627,2021-01,2021-11
27223,2021-09,2022-07
55798,2022-10,2023-01
83920,2021-04,2022-06
10019,2023-06,2022-12
10795,2021-11,2022-10
29925,2023-08,2023-12
52623,2022-01,2022-11
88779,2023-10,2021-05
13852,2021-07,2021-02
72467,2021-11,2021-07
2733,2023-10,2022-09
17560,2021-09,2023-11
77954,2022-03,2021-04
95216,2021-07,2021-04
97475,2021-11,2021-09
39180,2022-05,2023-10
47095,2023-02,2021-01
74906,2022-08,2023-10
72784,2022-11,2023-06
80739,2022-08,2022-01
70993,2022-01,2022-07
43801,2022-02,2022-01
90742,2021-08,2023-12
55729,2023-02,2022-12
92058,2023-06,2023-11
44444,2022-11,2021-11
71563,2022-09,2021-02
85443,2021-06,2022-09
3842,2022-06,2021-12
78781,2022-09,2022-04
12282,2021-07,2022-12
7248,2023-07,2023-07
11785,2021-12,2023-11
13801,2022-03,2022-11
54620,2021-03,2023-02
14962,2022-07,2021-05
67132,2023-06,2022-02
18317,2021-11,2023-09
69282,2022-06,2021-03
36229,2021-04,2021-01
61867,2022-03,2023-07
71870,2023-05,2023-03
30991,2023-11,2021-03
63518,2023-01,2021-03
72367,2023-09,2021-01
91900,2022-01,2021-02
68765,2023-11,2022-07
5841,2023-05,2021-11
40095,2023-09,2023-08
96897,2023-01,2023-08
15542,2021-02,2021-03
61193,2023-11,2021-10
20019,2022-08,2023-01
19234,2021-01,2023-07
50037,2023-02,2021-06
28433,2022-09,2021-01
45616,2023-08,2022-07
38585,2022-04,2023-05
6224,2021-10,2023-09
95037,2021-07,2021-11
48079,2023-09,2021-10
56783,2022-10,2021-07
62784,2023-02,2022-12
64976,2023-11,2023-06
35380,2021-11,2022-07
46797,2022-10,2021-12
93310,2023-09,2022-12
19913,2021-07,2021-08
17360,2023-01,2022-05
6097,2023-01,2021-05
13514,2023-05,2023-03
59255,2021-07,2023-03
96088,2022-05,2021-03
34713,2023-09,2021-07
70790,2023-10,2021-08
40823,2021-08,2021-02
15906,2023-08,2023-07
71008,2023-06,2023-07
13503,2022-04,2022-04
2457,2023-07,2022-01
33910,2022-11,2023-11
92556,2022-05,2023-12
77864,2021-04,2022-02
50508,2022-04,2023-04
57111,2021-02,2021-02
93211,2021-11,2021-09
91161,2021-05,2021-01
65451,2021-11,2023-03
81122,2022-12,2022-02
6961,2021-11,2022-07
65755,2023-05,2023-10
48842,2023-09,2023-12
76887,2022-05,2022-01
459,2023-07,2023-05
20490,2021-12,2021-11
6442,2021-10,2021-10
36413,2021-01,2022-05
87597,2021-12,2022-09
3895,2022-10,2022-02
53796,2021-01,2022-01
2617,2023-12,2022-04
92890,2022-01,2021-12
38527,2022-09,2022-07
33642,2021-11,2021-10
13379,2022-05,2021-08
79826,2021-12,2021-11
46816,2022-03,2021-11
82785,2022-12,2023-08
30932,2021-03,2021-08
13333,2023-05,2023-11
79150,2022-04,2021-09
97648,2023-09,2022-05
24578,2023-10,2022-12
5429,2021-02,2023-09
82217,2023-12,2021-04
71126,2023-06,2023-01
44468,2022-11,2022-06
23442,2021-04,2023-12
78402,2021-04,2022-09
71410,2023-10,2022-12
61906,2023-08,2023-09
3684,2022-09,2023-07
46473,2021-04,2022-05
21170,2022-04,2021-12
65950,2021-08,2021-10
19109,2022-12,2022-01
79160,2022-08,2022-12
1320,2022-03,2022-02
24453,2022-06,2022-10
7453,2023-07,2021-01
23637,2023-09,2022-01
5153,2021-10,2023-09
68721,2021-03,2021-12
99303,2021-03,2022-12
16181,2021-06,2022-12
69374,2022-06,2022-12
8121,2022-06,2023-11
67778,2022-12,2021-12
32913,2021-10,2021-09
23907,2022-04,2023-01
30972,2023-06,2021-09
52636,2021-09,2023-10
49595,2021-12,2021-04
67840,2022-08,2022-04
70388,2021-12,2022-01
18061,2022-01,2021-01
72175,2023-04,2022-02
65410,2022-09,2021-01
51833,2021-11,2022-04
34697,2022-04,2021-12
1844,2023-07,2023-05
81390,2021-02,2023-09
42305,2021-09,2021-01
38202,2021-02,2023-09
19488,2022-12,2023-03
97744,2021-05,2021-01
77102,2022-05,2023-09
73834,2022-04,2023-09
29366,2023-10,2022-12
18108,2023-05,2021-01
21727,2021-12,2022-04
82401,2022-12,2023-03
35459,2021-01,2023-11
97771,2022-04,2022-09
56446,2023-01,2021-11
78492,2022-05,2023-06
86825,2023-09,2021-05
146,2023-07,2022-01
54597,2021-02,2021-11
6415,2021-09,2023-12
98336,2021-12,2022-03
60181,2021-03,2022-03
52169,2021-08,2021-04
61978,2022-07,2022-09
67517,2022-06,2023-11
85198,2023-08,2023-02
36524,2023-04,2022-11
52561,2022-06,2021-02
31614,2023-06,2023-02
75252,2022-03,2023-10
19026,2021-10,2023-10
59568,2021-04,2023-01
53597,2022-03,2021-04
13590,2022-11,2021-07
78382,2023-06,2021-10
21213,2022-06,2022-11
95642,2021-01,2022-05
26833,2021-04,2022-02
16604,2022-03,2023-11
22375,2022-01,2021-01
29279,2022-04,2022-12
93946,2021-08,2022-05
85752,2023-12,2021-10
95638,2021-04,2022-04
98344,2023-07,2021-12
78636,2021-12,2021-05
58125,2021-06,2023-02
40399,2023-12,2023-03
41237,2023-09,2023-12
77739,2021-07,2022-01
18126,2022-06,2022-12
22599,2021-11,2023-08
62509,2022-11,2022-04
65672,2023-10,2022-08
29547,2021-01,2022-03
54933,2023-02,2022-12
14764,2022-02,2022-01
70713,2022-12,2023-03
93483,2023-08,2021-01
74034,2021-06,2021-04
62338,2023-08,2021-09
54253,2021-09,2021-02
97503,2021-01,2022-07
97161,2023-10,2021-05
46854,2021-05,2023-07
7519,2021-09,2022-09
16134,2021-05,2023-01
46440,2021-12,2022-03
62845,2022-07,2021-08
5928,2022-10,2022-02
51590,2023-09,2023-12
13905,2022-02,2023-10
13025,2023-05,2022-04
44852,2023-07,2022-06
84568,2023-10,2022-06
72960,2021-03,2021-12
27729,2021-07,2022-10
31219,2021-10,2022-12
89516,2021-09,2023-05
96098,2023-01,2022-07
60936,2023-06,2021-10
52992,2023-05,2022-11
68071,2021-02,2022-04
18772,2022-07,2021-08
88699,2022-11,2022-04
38638,2022-10,2021-08
82741,2023-03,2022-04
16593,2023-08,2022-05
35145,2022-07,2022-07
72228,2023-03,2021-11
98637,2021-06,2022-02
58763,2023-03,2022-05
96992,2023-03,2021-08
63494,2022-03,2023-01
12913,2023-03,2023-10
72300,2021-09,2023-01
43237,2021-07,2023-11
68338,2021-01,2023-11
33677,2022-12,2023-04
4337,2023-04,2023-02
14059,2023-12,2022-09
99110,2021-09,2021-08
20847,2022-09,2022-06
74544,2022-08,2023-07
73011,2023-01,2022-02
68288,2022-10,2022-12
43951,2021-09,2021-06
20059,2021-08,2021-03
36892,2021-03,2022-09
24125,2021-09,2022-05
82891,2021-03,2022-11
27364,2021-06,2022-07
44942,2021-04,2022-06
63535,2023-05,2022-07
37973,2021-01,2023-01
1387,2022-09,2022-08
72087,2021-05,2021-06
94538,2021-12,2023-03
55227,2022-03,2021-04
96345,2023-11,2022-01
65563,2021-01,2021-07
34552,2022-11,2021-03
38524,2022-09,2021-09
82872,2022-07,2022-01
38914,2022-02,2023-10
31850,2022-11,2021-10
16552,2022-02,2021-12
8526,2021-11,2022-07
9522,2022-07,2022-09
59124,2022-10,2022-09
40436,2023-03,2021-07
39293,2021-08,2021-05
52610,2021-06,2022-10
67630,2023-12,2022-02
45874,2022-01,2021-07
68291,2023-03,2021-12
93107,2021-12,2023-06
22900,2022-08,2023-03
31122,2021-03,2022-08
40769,2022-02,2023-11
16429,2021-09,2023-02
99501,2021-12,2023-08
49278,2023-08,2021-10
15975,2022-12,2021-05
60580,2021-01,2023-07
42707,2021-03,2023-11
36233,2022-08,2022-12
80331,2023-01,2021-03
99327,2021-01,2023-05
57682,2023-12,2023-03
9566,2023-10,2021-12
10146,2022-05,2023-12
69593,2021-02,2021-10
19071,2023-07,2022-06
90656,2022-12,2022-11
60728,2023-01,2022-09
97887,2023-02,2023-09
5727,2022-07,2021-04
58543,2022-01,2021-03
49446,2021-09,2021-11
62796,2021-06,2023-08
91098,2022-12,2023-12
71018,2023-09,2021-04
83119,2022-10,2023-07
5509,2022-09,2023-07
30146,2021-07,2021-12
76627,2021-12,2023-02
6246,2021-12,2022-04
2402,2022-09,2022-07
37079,2021-01,2023-09
71199,2023-04,2023-03
58220,2021-09,2021-08
72395,2021-12,2021-09
84772,2021-05,2023-11
27766,2022-06,2022-09
39437,2021-08,2023-06
50473,2022-12,2022-08
20735,2022-02,2022-02
78990,2023-04,2023-01
61684,2021-02,2021-12
3671,2021-06,2022-06
47322,2023-12,2021-04
20305,2021-11,2021-06
83146,2022-07,2022-02
73866,2023-08,2021-06
42984,2022-09,2022-02
58491,2023-09,2021-08
75001,2023-02,2022-05
18767,2022-05,2021-09
94575,2022-06,2023-11
58667,2021-07,2023-09
88434,2021-02,2021-12
1977,2023-10,2023-12
43436,2022-03,2022-11
52544,2022-05,2022-03
31632,2023-05,2023-05
93358,2022-05,2023-04
81882,2023-01,2022-05
68663,2023-09,2022-07
51636,2023-04,2022-01
78738,2022-05,2022-11
89427,2021-11,2023-08
48531,2023-04,2021-11
20439,2021-02,2022-11
87174,2022-05,2022-01
40027,2023-03,2021-10
87473,2021-12,2021-08
41858,2022-05,2023-11
27081,2021-04,2022-08
43669,2023-05,2021-04
12456,2021-12,2021-09
42939,2021-01,2022-06
13151,2021-09,2022-07
55121,2023-11,2023-08
36623,2021-07,2023-12
94265,2022-11,2022-02
60060,2023-08,2023-12
95851,2023-12,2022-04
82169,2021-07,2021-06
79174,2023-03,2023-12
28683,2023-03,2023-12
62444,2023-07,2023-08
49302,2023-12,2023-11
68573,2022-08,2023-06
2426,2022-09,2022-01
50289,2022-03,2021-08
28198,2023-10,2023-09
98828,2021-07,2022-02
75580,2021-02,2022-04
60440,2022-01,2022-01
19775,2022-09,2022-02
86573,2023-12,2023-02
17520,2021-07,2023-12
34889,2023-06,2023-02
90841,2023-11,2023-02
21907,2022-07,2021-08
73411,2023-01,2023-08
77884,2021-10,2023-03
57010,2021-03,2023-04
86972,2023-11,2023-06
47384,2023-03,2021-12
95620,2023-09,2022-02
57148,2023-08,2021-06
42408,2022-08,2022-08
79212,2023-09,2021-01
76310,2023-06,2021-11
44429,2023-04,2021-05
77639,2022-02,2022-07
81502,2022-07,2023-10
76057,2022-12,2021-02
85278,2022-06,2021-05
87787,2022-09,2021-09
22388,2022-10,2022-05
56080,2023-02,2023-08
69354,2023-11,2023-09
75234,2021-12,2022-06
66129,2023-08,2021-06
45064,2023-04,2022-11
85856,2022-06,2021-03
34830,2022-12,2021-04
64359,2023-12,2023-12
30052,2023-02,2022-03
16098,2022-08,2023-02
80926,2022-09,2022-08
53723,2023-08,2023-07
62591,2022-08,2022-05
84132,2023-07,2023-11
8555,2023-10,2021-09
89854,2022-08,2023-10
80640,2021-04,2021-08
59432,2022-03,2022-12
83722,2023-03,2022-08
7542,2023-10,2022-05
29818,2022-04,2021-07
2276,2022-04,2021-02
73676,2021-07,2023-02
95893,2021-11,2022-10
33924,2023-01,2021-08
87702,2021-01,2022-11
82395,2021-11,2023-04
42266,2021-12,2022-05
12655,2023-03,2021-03
45715,2023-01,2021-03
50574,2023-01,2022-05
89695,2021-11,2022-07
26147,2023-10,2022-06
97181,2023-05,2021-03
72992,2021-03,2023-02
16152,2022-06,2023-05
40922,2023-05,2021-09
91583,2023-07,2021-04
38716,2021-02,2023-10
23895,2023-05,2022-12
34018,2022-12,2022-12
36836,2023-01,2021-02
57657,2022-05,2021-05
77218,2022-02,2022-10
14332,2022-04,2023-04
43563,2021-02,2021-03
95717,2023-08,2022-06
30236,2023-10,2023-07
9023,2023-05,2021-05
69292,2023-06,2023-02
51690,2023-07,2022-03
86215,2023-12,2023-10
53520,2021-03,2021-01
77686,2021-12,2021-12
79314,2023-05,2022-10
87275,2021-03,2023-12
78212,2021-06,2023-07
91636,2022-10,2023-09
60044,2021-08,2022-10
30526,2022-06,2021-10
9480,2022-11,2023-05
72056,2022-08,2023-04
58771,2022-02,2021-12
40505,2021-05,2022-12
60555,2022-12,2021-11
67097,2021-08,2023-11
32990,2021-04,2023-06
74896,2022-09,2022-01
95908,2021-12,2023-11
89032,2021-02,2023-01
98767,2023-04,2021-11
59096,2022-10,2023-08
48684,2021-02,2022-08
85438,2023-03,2021-02
95239,2021-09,2023-08
63842,2022-11,2022-10
17670,2022-03,2021-06
41576,2021-12,2023-05
77197,2022-06,2023-03
48514,2021-12,2023-03
29236,2023-02,2023-08
74767,2021-03,2023-05
51355,2022-01,2022-06
41498,2023-01,2022-04
60881,2021-08,2023-12
8774,2021-11,2021-05
94080,2021-07,2022-05
55133,2023-12,2022-02
53139,2021-05,2022-07
33842,2021-06,2022-10
85551,2022-03,2021-10
9584,2021-01,2023-09
2247,2022-09,2023-07
88049,2023-06,2023-09
65652,2023-03,2022-01
12171,2023-01,2021-11
90807,2022-06,2022-12
38913,2022-04,2023-01
78209,2022-01,2022-09
33655,2022-07,2021-01
99927,2021-12,2022-04
88267,2023-03,2023-03
22970,2021-11,2023-08
1162,2022-07,2022-06
37117,2021-09,2022-08
12076,2021-11,2022-01
62037,2022-06,2021-04
94919,2021-02,2022-12
78478,2021-05,2021-10
89638,2023-04,2023-11
67105,2021-05,2021-09
75921,2021-05,2021-01
94247,2021-03,2023-06
63484,2023-12,2022-09
84367,2023-03,2022-12
1421,2023-11,2021-08
4792,2023-12,2023-12
51525,2023-06,2021-10
81490,2021-05,2022-02
77400,2022-01,2021-04
82945,2021-11,2021-11
89978,2022-07,2022-08
8809,2023-04,2021-03
34461,2022-03,2023-12
81097,2022-11,2021-12
4899,2023-04,2022-01
7213,2022-07,2022-03
35338,2022-07,2022-03
88629,2021-09,2021-12
36012,2023-04,2023-03
17357,2023-06,2022-04
97855,2021-11,2022-05
63944,2023-05,2022-07
72439,2021-01,2023-11
61401,2021-07,2021-05
67098,2021-08,2021-04
95438,2022-12,2023-12
21550,2021-06,2021-03
96955,2022-04,2022-09
4440,2021-12,2021-09
88633,2023-03,2021-07
6745,2023-08,2023-11
50794,2022-03,2023-01
32368,2021-02,2021-02
27979,2022-12,2021-01
52340,2023-03,2023-05
20861,2021-11,2022-01
45231,2022-01,2023-12
60281,2021-07,2023-09
29724,2023-01,2021-11
95733,2023-02,2023-03
81543,2022-06,2022-03
47899,2021-07,2023-07
43170,2021-04,2023-11
71567,2023-11,2022-04
7673,2023-02,2023-09
6917,2021-02,2022-10
60086,2021-03,2023-09
75918,2022-05,2021-12
53645,2023-01,2023-04
56944,2022-09,2022-03
43897,2021-06,2023-09
57021,2021-10,2022-07
944,2022-06,2022-05
34378,2021-04,2021-07
33936,2022-03,2021-11
5565,2021-04,2021-01
47151,2023-03,2021-05
17163,2021-04,2022-03
43980,2021-03,2021-07
94865,2022-11,2021-06
43830,2021-05,2022-04
76586,2021-12,2021-12
23366,2023-08,2021-03
1882,2021-10,2021-01
5028,2021-04,2023-03
93187,2022-01,2022-12
97435,2022-11,2021-03
78665,2021-05,2021-04
86530,2023-03,2023-05
41116,2023-03,2021-03
76569,2022-11,2022-03
95634,2021-02,2021-05
44048,2023-11,2022-01
85159,2021-05,2022-05
50388,2023-06,2022-01
97252,2021-04,2022-03
71916,2023-06,2021-09
11615,2023-04,2021-04
12015,2023-12,2022-12
84331,2022-01,2023-10
10898,2022-08,2022-11
65518,2022-12,2023-02
63936,2022-11,2022-08
84219,2023-12,2023-02
14733,2023-11,2023-11
84789,2022-03,2021-01
42478,2022-04,2021-03
68824,2022-10,2021-07
14169,2023-10,2022-12
52217,2022-03,2023-12
52509,2021-06,2022-12
41263,2023-01,2022-01
99729,2021-09,2021-02
40031,2021-01,2021-10
87994,2021-01,2022-10
13935,2023-07,2023-08
91188,2022-03,2021-04
28286,2022-12,2021-03
94316,2023-11,2022-11
12209,2023-03,2021-07
24710,2021-08,2021-08
39907,2021-04,2022-11
95769,2022-05,2021-07
88704,2022-07,2023-12
81178,2022-02,2023-12
55113,2022-02,2021-10
92499,2022-04,2021-09
32437,2022-10,2023-12
25420,2021-10,2023-11
62985,2021-02,2023-11
15990,2021-03,2022-05
17346,2023-12,2023-04
53514,2021-09,2022-06
14498,2023-05,2022-05
10953,2023-10,2023-12
71447,2022-12,2023-06
71966,2023-08,2022-03
30829,2022-06,2023-03
46328,2022-11,2022-06
10672,2023-04,2021-01
21097,2021-06,2022-01
99348,2023-05,2022-11
89373,2022-04,2021-03
88104,2021-04,2022-04
74771,2021-10,2022-09
87903,2023-07,2022-10
55928,2022-01,2023-04
51082,2021-09,2022-04
16102,2022-03,2022-02
80791,2022-07,2022-02
97920,2021-04,2022-01
65821,2023-02,2022-02
16542,2022-06,2021-06
21335,2023-08,2023-03
77359,2023-11,2023-08
71061,2022-05,2023-08
18197,2021-08,2021-01
9720,2021-11,2023-09
68854,2021-10,2023-06
53165,2023-05,2022-12
17773,2023-02,2021-08
92888,2022-06,2023-03
29484,2022-07,2021-07
95304,2023-10,2021-11
32627,2023-02,2021-03
55303,2022-12,2022-05
63674,2021-12,2022-04
67125,2023-06,2022-01
46346,2023-04,2022-03
38436,2023-02,2022-11
64856,2021-07,2023-02
46535,2021-10,2021-12
12144,2021-02,2022-05
49292,2023-11,2021-10
39506,2021-08,2021-12
43367,2021-11,2023-01
43068,2021-12,2021-09
52708,2023-08,2021-04
49179,2022-08,2021-02
61891,2023-05,2023-02
76460,2022-03,2021-01
43568,2023-04,2023-09
81393,2021-10,2023-11
24431,2021-06,2022-03
89118,2023-10,2021-08
78206,2022-09,2023-10
87710,2023-05,2023-11
83347,2021-08,2022-08
79190,2022-08,2021-01
32344,2021-03,2023-03
58821,2021-07,2021-01
28841,2021-07,2022-04
86820,2023-08,2021-01
53886,2021-09,2022-03
19960,2021-05,2021-09
34185,2021-05,2023-02
49883,2021-06,2021-06
65245,2023-12,2021-10
21709,2022-07,2022-04
93777,2023-08,2021-03
31443,2022-04,2023-02
18587,2021-04,2023-10
95800,2021-11,2023-11
88653,2021-12,2023-06
36493,2021-02,2021-09
68435,2022-12,2021-01
67507,2021-12,2021-12
20995,2021-09,2021-10
89273,2021-04,2021-02
14683,2022-06,2021-11
60764,2023-08,2023-03
42932,2021-08,2023-10
20214,2021-12,2021-10
79766,2022-12,2023-04
40041,2023-10,2022-09
61726,2022-04,2022-06
97855,2021-11,2023-12
9677,2023-06,2022-10
20018,2021-07,2021-07
2193,2021-11,2022-11
93314,2022-02,2022-05
3653,2022-03,2022-07
18326,2023-01,2022-02
32548,2022-12,2023-11
45818,2021-11,2023-03
25738,2021-06,2021-06
11143,2023-06,2021-06
62460,2023-07,2023-05
71407,2022-06,2023-03
54248,2021-12,2022-11
74129,2023-07,2023-06
78498,2023-11,2023-06
90255,2023-06,2021-09
75413,2021-07,2021-02
28878,2022-02,2022-12
42527,2021-10,2022-08
2255,2021-11,2022-04
64687,2021-10,2021-08
84560,2021-04,2021-04
67892,2023-12,2022-07
20687,2023-12,2023-04
25865,2022-02,2023-12
88262,2021-01,2021-01
45179,2021-08,2023-11
88377,2022-08,2021-09
85274,2023-01,2022-01
70244,2023-10,2023-07
75257,2023-09,2021-05
67072,2021-08,2022-01
51628,2023-05,2023-01
50349,2021-11,2021-04
68106,2021-05,2022-06
9792,2022-06,2022-08
795,2022-04,2021-05
22709,2021-02,2023-09
4608,2022-06,2023-06
59188,2023-08,2023-04
5116,2021-10,2022-08
40035,2022-05,2021-08
49603,2021-12,2023-04
1713,2023-08,2023-10
40754,2023-08,2021-04
48011,2023-09,2021-09
1908,2021-06,2021-10
13820,2022-02,2023-02
47393,2022-09,2021-03
87276,2021-12,2023-09
42401,2023-10,2023-06
29879,2021-02,2022-06
81607,2023-07,2021-09
6380,2021-11,2023-02
96512,2021-07,2022-06
10254,2022-04,2021-07
763,2023-11,2023-05
91276,2022-10,2022-01
46843,2022-10,2022-12
47302,2021-01,2022-02
6951,2023-01,2023-06
54530,2022-11,2022-04
57278,2021-05,2021-12
7754,2021-01,2023-01
69740,2021-08,2021-04
33851,2023-12,2021-06
33654,2023-02,2021-03
1477,2022-06,2022-08
71940,2023-08,2023-11
88050,2023-08,2023-09
71169,2021-08,2023-04
94018,2022-12,2023-03
41122,2023-12,2022-09
61736,2022-06,2023-08
84372,2021-12,2022-09
29334,2021-03,2022-01
76064,2023-04,2022-02
40845,2021-11,2022-07
22349,2023-09,2022-09
92852,2021-09,2023-02
18187,2023-11,2021-10
3999,2023-03,2022-02
38557,2021-09,2023-02
46203,2021-11,2023-12
69945,2021-02,2022-09
18169,2023-08,2023-09
29436,2023-03,2022-04
45632,2022-07,2021-11
99656,2021-06,2022-12
53256,2021-10,2022-03
5639,2021-04,2021-11
5206,2022-05,2023-05
86877,2022-03,2022-11
12481,2023-11,2022-09
86560,2023-06,2021-06
6422,2022-01,2022-02
97654,2021-06,2023-01
91107,2021-06,2021-01
58278,2021-12,2022-12
98030,2023-09,2022-08
59087,2023-11,2023-04
55752,2022-12,2021-09
54143,2022-07,2022-11
91862,2021-07,2022-06
