customer_id,recency,frequency,monetary
9990,919,1,52.05
9992,240,1,185.51
9993,160,1,51.83
9995,230,1,23.57
9996,265,1,50.97
10001,524,1,312.93
10002,140,2,113.91000000000001
10003,431,2,314.02
10004,876,1,159.24
10005,741,1,18.8
10006,959,1,56.39
10008,1010,1,272.44
10009,11,2,150.61
10010,133,1,93.32
10012,212,2,31.18
10013,115,1,12.84
10015,816,1,152.56
10016,753,2,217.01
10017,974,1,184.06
10019,395,2,257.62
10021,243,1,63.56
10023,690,1,147.68
10028,962,1,21.96
10033,182,2,209.64
10036,549,1,306.5
10039,232,1,47.13
10040,521,2,70.08
10043,1042,1,56.19
10044,1035,1,76.98
10046,155,1,183.43
10047,908,2,195.21
10048,16,3,225.99
10049,80,2,160.89000000000001
10050,671,1,171.84
10051,313,1,339.02
10053,129,3,174.46
10054,141,2,479.54999999999995
10055,22,1,31.01
10056,32,2,62.900000000000006
10057,528,1,96.37
10058,320,5,182.62
10062,411,1,37.13
10063,117,1,55.29
10064,827,1,152.19
10065,917,1,139.46
10066,175,2,218.88
10068,4,3,436.34000000000003
10069,458,1,187.2
10070,84,1,89.67
10071,316,1,27.64
10073,184,1,464.58
10074,912,1,14.14
10075,707,2,90.44
10079,589,2,544.88
10082,218,2,62.28
10084,609,1,187.87
10087,739,2,53.36
10089,4,3,455.39000000000004
10090,223,1,57.51
10091,597,1,101.85
10093,429,1,8.5
10094,67,1,12.14
10095,382,1,118.06
10096,411,2,371.08
10098,122,1,13.5
10099,161,1,18.55
10101,560,1,53.44
10102,729,2,466.15
10104,92,2,143.9
10106,29,2,134.57
10107,1019,1,17.05
10108,45,1,97.04
10110,360,1,139.05
10113,384,2,98.10999999999999
10114,326,1,21.92
10115,752,1,53.54
10116,520,2,160.51
10117,10,2,115.08000000000001
10118,844,1,128.9
10119,322,1,609.92
10121,919,1,75.35
10122,273,4,300.87
10123,1065,1,13.08
10124,470,2,120.75
10125,413,2,91.43
10126,656,1,76.2
10128,383,2,79.0
10133,285,1,26.85
10134,727,1,259.0
10142,271,2,228.31
10145,367,5,611.77
10146,5,1,175.94
10148,234,1,23.05
10151,789,1,41.49
10152,195,3,718.25
10153,391,3,178.88
10158,133,1,60.51
10159,782,1,16.92
10160,894,1,27.27
10162,689,2,184.77
10168,568,1,121.82
10173,124,1,16.98
10175,551,1,53.73
10178,242,2,200.75
10182,750,1,80.77
10184,43,3,196.48
10188,222,2,150.99
10191,1043,1,39.07
10192,324,2,318.01
10194,376,1,19.74
10196,885,1,152.33
10197,743,1,133.5
10199,43,2,63.510000000000005
10200,1037,1,344.26
10204,553,1,126.49
10206,35,1,21.52
10207,21,1,181.95
10208,33,1,101.55
10209,421,3,256.67
10210,904,1,21.15
10212,367,1,139.74
10213,1058,1,229.24
10214,179,1,117.81
10215,200,2,112.12
10218,713,1,13.59
10220,473,1,320.73
10221,121,1,59.99
10222,603,1,54.89
10223,638,1,220.7
10224,885,1,41.44
10225,717,1,117.38
10226,646,1,86.52
10229,887,1,130.49
10233,143,2,149.22
10239,33,1,62.88
10240,458,3,139.71
10241,834,1,103.13
10242,554,1,39.31
10247,606,1,173.07
10248,610,1,78.14
10249,31,1,295.54
10251,946,1,42.03
10253,1012,1,106.45
10254,138,2,74.5
10255,57,1,119.52
10256,73,2,121.37
10257,49,2,137.32
10259,885,1,394.6
10261,264,1,69.56
10262,187,1,109.27
10263,1004,1,39.7
10265,295,2,181.05
10267,756,1,192.43
10271,498,1,21.02
10272,393,1,13.4
10273,1,1,161.03
10274,249,1,134.4
10276,778,1,93.05
10277,415,3,62.79
10278,603,1,31.85
10279,48,2,98.11
10282,379,1,18.41
10283,207,2,123.44
10286,928,1,62.14
10287,36,3,216.72
10291,901,1,16.47
10293,515,1,144.59
10294,275,3,294.56
10297,237,2,406.99
10298,552,2,44.019999999999996
10299,435,1,105.82
10301,334,1,54.35
10304,844,1,50.99
10305,480,3,262.49
10306,152,1,49.67
10307,156,1,22.84
10309,979,1,53.46
10310,997,1,70.48
10314,599,1,130.64
10315,144,1,29.64
10316,665,1,76.27
10322,826,1,74.29
10323,604,2,769.1600000000001
10324,356,2,214.13
10329,13,2,44.69
10330,1083,1,5.92
10332,954,1,143.86
10334,614,1,7.39
10336,25,1,145.32
10338,214,2,379.36
10339,758,1,126.17
10340,679,1,297.63
10341,1006,1,80.19
10342,692,1,29.38
10343,361,2,57.95
10344,20,2,51.72
10345,483,1,15.44
10348,920,1,34.95
10349,623,1,42.04
10351,175,3,124.86
10352,1026,1,202.56
10354,547,1,9.84
10355,1006,1,46.78
10356,714,1,79.4
10359,823,1,33.92
10360,141,2,254.87
10363,274,2,202.64999999999998
10367,572,4,262.27
10368,191,1,70.24
10372,739,1,16.14
10375,621,1,562.59
10377,412,2,137.32
10379,246,2,420.98
10380,150,1,58.5
10381,946,1,280.12
10383,391,2,187.5
10385,451,2,116.55000000000001
10386,58,1,229.94
10388,585,1,272.98
10390,334,3,166.13
10393,465,1,344.26
10395,794,2,392.59000000000003
10396,708,1,49.66
10397,367,2,265.67
10398,267,3,273.26
10399,189,2,108.7
10400,522,1,378.8
10401,716,1,97.38
10405,970,2,60.03
10407,70,3,258.85
10408,180,2,78.8
10409,386,2,201.41
10410,649,2,24.369999999999997
10411,2,2,226.26
10416,337,2,97.78999999999999
10417,805,1,18.35
10419,650,1,14.43
10420,715,2,127.52000000000001
10422,54,1,81.17
10424,709,3,671.81
10425,138,1,109.18
10426,985,1,67.39
10427,368,1,27.82
10428,122,2,66.05000000000001
10429,182,4,223.68
10432,929,1,330.92
10434,97,4,712.1999999999999
10435,387,2,135.3
10436,52,4,275.24
10437,258,4,210.95000000000002
10444,212,2,378.57
10446,999,1,15.45
10447,317,1,24.7
10450,640,1,49.05
10451,233,1,167.82
10453,453,1,114.33
10454,316,1,59.02
10456,177,3,325.84999999999997
10457,1008,1,109.13
10458,904,1,14.98
10462,971,1,82.04
10463,537,1,95.71
10464,66,1,37.87
10465,574,1,58.04
10467,156,1,118.35
10469,611,1,203.41
10471,913,1,20.22
10472,155,1,48.1
10473,537,3,258.94
10476,964,1,14.82
10477,796,1,63.45
10479,494,1,67.67
10480,388,1,202.52
10481,293,1,77.2
10483,88,3,538.75
10484,10,3,487.40999999999997
10486,536,1,15.5
10489,730,1,133.85
10490,373,1,193.27
10491,359,1,101.38
10492,425,3,329.31
10494,199,2,75.05
10499,799,1,197.75
10502,187,2,129.3
10503,80,2,669.8399999999999
10504,144,1,29.41
10506,907,1,252.11
10507,803,1,80.77
10508,808,1,121.35
10509,453,1,16.94
10510,1031,1,103.33
10511,823,1,70.93
10513,876,2,113.00999999999999
10517,583,2,148.31
10518,375,1,221.64
10519,877,1,325.13
10520,127,1,56.48
10521,142,1,125.42
10522,50,1,9.3
10525,118,2,159.74
10526,399,1,24.75
10527,214,1,65.28
10528,54,1,36.12
10530,819,1,104.36
10534,282,2,63.09
10535,5,2,148.20999999999998
10536,151,4,497.4
10537,632,1,45.54
10540,1011,1,101.31
10542,305,1,73.61
10543,546,1,15.34
10544,455,4,189.75
10545,8,1,34.9
10547,434,2,194.61
10551,642,1,22.63
10554,21,1,108.79
10558,376,1,76.51
10560,615,2,182.39999999999998
10561,933,1,89.69
10562,770,1,107.63
10563,753,1,95.03
10564,566,2,85.75999999999999
10566,339,1,332.01
10568,566,1,104.51
10570,555,1,11.75
10571,634,1,197.1
10572,670,1,119.52
10574,832,1,37.29
10575,487,2,549.48
10576,407,2,337.4
10578,543,1,112.28
10579,517,1,103.33
10581,711,1,25.17
10583,268,1,67.84
10586,541,1,15.96
10588,48,2,211.2
10591,200,2,67.89
10593,30,2,119.14
10594,73,2,227.56
10595,368,1,217.48
10596,12,1,27.72
10597,240,2,129.95
10599,700,2,123.66
10601,63,1,13.28
10602,282,2,266.66999999999996
10604,153,1,191.18
10605,446,1,28.2
10607,80,1,41.07
10608,1039,1,20.35
10609,726,1,197.11
10612,491,2,178.35
10613,318,2,148.59
10614,432,2,108.65
10615,287,1,119.38
10616,205,3,90.35
10618,935,2,90.84
10620,169,3,653.2
10622,39,5,422.27000000000004
10623,202,1,18.04
10624,246,2,162.0
10625,184,2,106.69999999999999
10627,479,3,321.11
10628,652,1,11.71
10630,872,1,336.96
10631,112,1,47.09
10633,692,1,10.39
10636,372,1,100.76
10640,109,1,149.0
10641,30,2,270.88
10644,71,1,15.33
10646,437,1,24.51
10647,220,1,32.93
10648,425,3,272.86
10650,753,1,69.02
10651,388,1,36.53
10652,997,1,7.82
10654,349,3,183.6
10656,274,5,354.03000000000003
10657,50,1,129.99
10658,1053,1,38.62
10659,307,1,151.6
10661,257,2,122.16
10662,394,1,509.52
10663,76,2,278.65
10671,500,2,390.39
10672,965,2,51.42
10674,750,1,50.32
10677,768,2,789.75
10680,554,1,293.85
10683,151,2,35.769999999999996
10685,21,2,68.97
10686,64,1,161.0
10687,523,2,110.69999999999999
10688,398,1,148.88
10690,717,1,42.84
10691,118,1,89.88
10692,370,2,171.54
10693,782,1,50.23
10694,253,1,71.51
10695,195,2,246.39999999999998
10697,833,3,389.21000000000004
10699,8,2,114.86
10700,185,2,105.14999999999999
10701,79,3,256.67
10704,369,1,67.65
10705,221,2,115.04
10706,701,1,38.47
10710,650,1,202.95
10711,392,2,151.27
10712,1010,1,44.25
10713,400,2,396.26
10714,152,2,223.66000000000003
10718,255,2,76.33
10719,835,1,24.7
10720,371,1,154.81
10721,677,1,17.25
10722,1022,1,115.79
10723,153,2,185.1
10724,1044,1,124.72
10725,255,2,122.06
10727,114,1,78.6
10729,190,1,447.53
10730,566,1,67.04
10731,147,2,207.09
10732,194,1,138.47
10733,417,1,64.71
10737,252,2,193.84
10738,730,3,85.3
10740,227,1,8.96
10742,732,1,19.91
10743,19,1,155.48
10745,122,2,256.56
10746,353,1,49.38
10748,1017,2,49.56
10749,346,1,169.74
10750,377,1,112.89
10751,405,2,81.56
10755,878,1,29.71
10758,142,1,36.34
10759,17,2,226.3
10761,153,2,297.7
10762,686,1,122.85
10763,753,1,103.17
10765,442,2,109.83
10769,272,2,285.65999999999997
10770,682,1,78.6
10771,250,1,35.13
10774,315,2,302.33000000000004
10775,1001,1,61.78
10776,435,1,160.82
10777,525,1,158.59
10778,813,1,118.59
10780,734,1,76.8
10781,477,1,68.32
10782,110,1,145.59
10783,383,2,215.2
10784,161,3,244.48
10785,495,1,63.29
10786,393,1,8.93
10787,449,1,35.05
10792,897,1,21.35
10795,265,2,223.53
10796,605,1,231.28
10798,412,2,113.58
10806,906,1,8.43
10808,989,1,56.82
10809,8,1,18.06
10811,1062,1,345.06
10812,445,1,110.27
10813,861,1,127.14
10815,54,5,277.46000000000004
10816,267,1,110.75
10819,690,1,12.24
10820,1041,1,226.68
10821,73,1,15.22
10822,710,1,106.97
10824,177,1,120.59
10827,317,1,14.97
10828,379,2,162.72
10830,1009,1,144.78
10831,754,1,85.92
10832,894,1,65.12
10833,20,1,87.96
10834,32,2,209.98000000000002
10835,87,2,594.95
10839,147,4,243.61
10843,62,2,45.879999999999995
10845,201,1,223.41
10846,500,1,14.23
10848,615,1,157.61
10850,472,3,615.45
10851,757,2,108.88
10852,175,2,351.79
10855,600,1,59.86
10857,608,1,63.43
10860,35,1,27.23
10865,33,1,83.99
10866,859,1,123.03
10868,80,2,368.47
10869,471,1,112.0
10870,926,1,355.05
10871,330,3,254.01999999999998
10873,186,1,128.28
10874,220,2,100.75999999999999
10875,2,2,446.77000000000004
10876,277,2,429.59000000000003
10877,51,1,21.46
10878,259,2,205.79
10879,673,1,25.15
10880,858,1,106.48
10881,520,1,144.36
10884,41,1,126.17
10885,597,1,269.79
10889,69,1,193.98
10896,286,1,185.51
10898,365,3,190.78
10899,647,1,48.26
10904,1037,1,58.77
10905,33,3,153.17000000000002
10906,757,1,220.9
10907,71,1,41.19
10909,346,1,52.84
10910,23,1,148.63
10911,388,2,250.44
10914,500,2,212.68
10915,738,1,11.31
10916,302,2,207.36
10918,700,3,171.73
10920,778,1,81.15
10922,226,2,89.13
10923,902,1,66.58
10924,854,1,128.9
10926,197,1,261.3
10928,904,2,627.6
10929,1016,1,73.46
10931,908,1,14.97
10933,456,2,96.75
10936,145,5,626.09
10937,53,1,42.28
10938,304,2,234.25
10939,1018,1,142.8
10940,52,2,191.07
10944,190,2,132.73000000000002
10950,61,3,245.01000000000002
10951,981,1,50.66
10952,193,2,253.99
10953,24,1,67.74
10955,71,1,118.95
10957,605,1,95.18
10958,376,1,46.11
10959,39,1,95.88
10960,997,2,143.17000000000002
10961,790,1,41.76
10964,154,1,27.7
10965,625,1,78.7
10966,703,1,124.11
10967,407,1,29.43
10968,127,1,18.63
10972,37,4,870.6299999999999
10973,282,2,114.75999999999999
10975,171,2,122.62
10976,13,1,227.66
10977,164,2,253.32999999999998
10980,752,1,61.22
10981,137,1,65.8
10982,768,1,29.8
10983,273,1,187.2
10984,965,1,107.12
10987,57,2,56.72
10989,505,2,185.6
10992,754,1,160.08
10993,61,2,53.46
10995,383,1,68.64
11000,267,3,533.46
11001,208,2,161.0
11002,233,2,303.5
11004,291,3,247.07
11006,84,4,1017.04
11010,98,2,243.5
11011,50,2,139.3
11012,387,3,251.26
11016,519,1,119.9
11017,311,1,155.67
11019,74,2,176.63
11021,572,1,43.26
11022,346,2,173.29000000000002
11024,277,1,97.8
11027,115,1,173.2
11028,691,1,58.08
11029,575,1,137.04
11030,345,1,57.08
11032,78,2,179.24
11034,239,1,39.15
11035,10,6,502.21
11037,182,3,366.78000000000003
11038,183,1,62.52
11040,412,2,45.120000000000005
11043,111,1,90.64
11045,1078,1,29.22
11046,792,2,241.09
11048,255,2,142.89000000000001
11051,959,1,50.81
11052,427,1,165.46
11053,858,1,416.26
11055,469,1,91.14
11056,160,2,154.75
11058,14,1,254.09
11060,525,2,113.1
11062,599,2,113.35
11063,175,1,118.05
11064,948,2,523.71
11065,172,1,178.36
11068,284,1,62.29
11070,160,2,128.99
11071,810,3,398.23
11073,11,4,213.07000000000002
11074,442,1,324.09
11075,571,1,24.74
11077,626,2,137.74
11078,925,1,50.26
11079,291,1,63.25
11080,1016,1,199.04
11083,764,3,113.71
11085,422,1,53.53
11086,216,1,58.76
11090,262,2,1088.48
11091,782,1,61.36
11093,62,5,371.93
11094,820,1,16.98
11096,91,1,38.4
11097,110,3,222.88
11099,128,1,273.12
11100,657,1,73.55
11102,972,1,58.26
11103,727,1,25.27
11104,67,1,133.24
11105,366,1,37.9
11106,502,1,59.58
11107,282,2,173.89999999999998
11109,153,2,126.97
11111,808,1,94.9
11112,83,1,123.47
11113,340,2,149.91
11114,928,1,38.76
11115,228,1,21.69
11117,693,2,653.0
11119,821,2,33.78
11121,506,1,366.14
11123,22,2,120.05
11125,566,1,97.08
11127,325,3,55.4
11128,173,1,28.55
11129,858,3,415.78
11130,838,2,214.82000000000002
11131,14,2,143.87
11132,342,2,164.29
11134,284,2,181.94
11138,164,2,146.45
11143,935,2,203.84
11145,130,3,233.82
11146,568,2,579.35
11148,224,1,91.41
11149,590,3,682.85
11151,307,2,127.41
11152,491,2,312.55
11153,585,2,155.75
11154,755,1,54.85
11156,134,2,372.29
11159,202,1,44.4
11160,150,2,200.53
11161,422,1,168.53
11162,108,2,175.53
11165,565,1,187.53
11168,399,2,19.27
11169,299,1,684.78
11171,865,2,87.09
11172,208,1,29.86
11173,28,1,9.99
11174,367,1,122.34
11175,355,3,205.32
11176,446,2,51.07
11177,995,1,66.11
11179,540,1,106.74
11180,1065,1,54.72
11181,112,1,110.37
11183,840,1,141.0
11184,573,1,75.51
11185,613,2,268.43
11189,35,5,337.47
11192,901,1,45.87
11193,89,3,228.76
11194,1040,1,75.16
11195,697,1,43.84
11196,171,1,63.43
11197,913,1,40.87
11198,81,1,75.33
11199,872,1,155.99
11200,309,1,61.36
11201,1028,1,39.36
11202,559,1,69.41
11204,532,1,70.89
11205,634,2,139.65
11206,832,1,720.18
11210,82,2,347.93999999999994
11211,51,2,73.75
11213,104,1,297.63
11214,224,2,377.57
11219,847,1,63.18
11220,581,1,28.82
11221,1033,1,41.05
11222,231,3,882.83
11223,624,1,620.2
11224,130,2,308.69
11225,7,2,94.92
11226,624,2,101.89999999999999
11227,59,2,54.14
11228,181,3,162.48
11230,398,1,141.44
11231,566,2,228.59
11232,426,1,70.37
11233,451,2,166.25
11235,120,1,133.74
11236,877,1,322.32
11238,790,2,155.74
11239,322,1,30.48
11240,362,1,12.29
11243,72,1,219.16
11244,777,2,190.66000000000003
11246,517,1,31.39
11247,973,1,93.76
11249,845,1,12.27
11250,377,1,29.62
11251,158,1,77.66
11252,1084,1,139.48
11254,979,1,164.42
11255,829,1,227.4
11258,434,1,59.62
11259,691,2,197.14000000000001
11260,310,1,95.18
11261,152,3,135.13
11262,485,1,74.06
11263,96,3,409.68
11265,59,3,267.07
11267,218,2,115.84
11269,119,2,552.98
11270,77,1,34.95
11271,1067,1,26.98
11272,409,2,149.18
11273,313,1,108.87
11278,569,2,88.38
11280,890,1,21.51
11282,399,1,126.65
11284,650,1,90.79
11287,34,2,266.1
11288,814,1,212.36
11290,205,1,9.34
11291,347,2,233.09
11292,775,1,313.5
11293,864,1,14.97
11296,691,2,131.9
11297,669,1,20.22
11298,414,1,26.12
11299,791,1,94.16
11301,646,1,22.24
11304,638,1,84.07
11305,170,1,94.7
11308,787,1,35.93
11313,1054,1,44.49
11317,522,1,55.68
11319,798,1,72.69
11323,512,1,59.25
11326,788,1,156.37
11328,329,1,20.53
11329,134,1,51.48
11330,29,2,264.78
11333,919,1,55.02
11334,16,3,226.69
11335,396,2,139.7
11336,514,1,152.54
11337,288,2,118.78999999999999
11338,29,2,141.57999999999998
11339,52,2,88.66
11342,271,1,236.43
11343,254,3,278.68
11344,406,1,72.33
11345,157,2,112.0
11346,711,2,77.82
11348,85,1,16.82
11350,44,1,39.86
11351,791,2,326.37
11352,724,1,170.88
11353,377,1,26.79
11356,328,1,217.06
11357,789,1,21.54
11358,220,3,134.09
11360,643,1,47.25
11361,411,1,16.97
11362,1088,1,46.79
11365,513,2,159.89
11366,793,1,16.31
11369,236,1,24.72
11372,358,1,373.0
11373,188,2,84.0
11375,152,2,16.15
11376,858,1,242.28
11377,272,2,113.37
11378,286,1,68.64
11379,544,1,154.84
11380,65,3,181.32
11384,450,1,88.5
11388,674,3,252.19
11390,759,2,16.57
11391,790,1,96.37
11392,691,1,14.72
11395,859,1,13.44
11396,418,1,58.71
11397,429,2,162.65
11399,172,3,142.85000000000002
11401,435,1,85.26
11406,161,2,121.67
11408,117,1,81.94
11410,610,1,49.5
11412,381,1,74.4
11413,63,3,190.6
11414,967,1,60.53
11417,243,1,106.88
11421,76,3,224.56
11423,947,1,181.29
11428,176,3,502.63
11429,420,1,52.75
11431,179,1,15.93
11432,649,1,55.29
11433,617,3,187.36
11435,557,2,85.64
11436,231,3,585.1899999999999
11437,621,2,432.99
11439,294,1,499.68
11440,89,1,59.49
11443,327,2,50.77
11444,519,1,53.13
11446,803,1,86.73
11449,297,2,146.63
11450,935,1,20.75
11451,351,2,150.48000000000002
11456,293,1,86.99
11457,468,2,195.72
11458,691,2,234.85
11459,3,3,283.51
11462,389,1,385.88
11463,779,1,148.9
11464,702,1,18.71
11466,268,1,163.46
11467,447,2,157.56
11470,861,1,106.97
11471,370,1,35.86
11472,14,3,120.71000000000001
11473,617,3,407.44
11475,888,1,55.31
11477,401,1,115.3
11479,419,2,301.81
11480,108,1,98.84
11481,415,2,306.28
11482,28,1,56.6
11483,916,1,109.83
11484,314,1,197.85
11491,1070,1,56.53
11492,232,2,34.769999999999996
11493,784,1,38.08
11495,787,2,252.87
11499,329,3,244.31
11500,634,1,55.67
11504,11,3,265.21
11506,94,2,172.64
11511,184,3,108.93
11515,202,2,159.17000000000002
11516,97,2,147.78
11518,748,1,9.03
11519,119,2,24.439999999999998
11520,303,3,133.51
11521,548,2,103.25999999999999
11522,95,1,71.41
11524,5,3,48.82
11526,42,2,69.51
11527,123,2,162.53
11530,350,1,42.33
11531,72,1,23.93
11532,963,1,299.76
11534,788,1,18.23
11536,181,1,23.81
11538,185,2,99.39
11539,91,1,344.76
11542,231,6,440.74
11544,475,1,39.82
11549,764,1,106.38
11551,28,2,444.71
11554,502,1,81.91
11555,704,1,20.5
11558,452,1,150.9
11563,795,1,30.76
11565,252,2,138.31
11566,142,2,126.94
11567,912,1,31.43
11569,1068,1,296.6
11570,84,1,57.68
11571,29,1,50.96
11576,441,1,55.29
11577,139,1,64.45
11578,178,2,154.4
11580,209,3,192.53
11581,814,1,33.65
11582,254,3,314.72
11586,611,1,132.72
11587,42,3,494.74
11589,358,1,23.03
11591,669,1,139.72
11595,167,3,270.0
11600,959,1,129.68
11601,166,2,131.48
11602,147,2,494.39
11606,470,3,234.07999999999998
11608,418,1,131.33
11609,11,2,150.02
11610,696,3,224.08
11611,779,2,114.05000000000001
11612,251,2,647.46
11613,826,1,44.06
11614,890,1,103.2
11615,990,2,131.95
11617,832,1,75.55
11618,601,1,108.88
11619,32,2,60.03
11623,598,1,61.24
11624,630,2,69.84
11626,214,2,125.82
11627,848,1,92.27
11628,752,2,162.82999999999998
11630,98,1,135.48
11632,12,1,348.08
11634,906,1,49.46
11635,113,1,31.62
11638,779,1,88.37
11639,1090,1,81.89
11641,116,1,262.88
11642,39,2,156.72
11644,278,1,57.03
11646,285,1,33.14
11648,362,2,137.4
11649,926,1,94.52
11650,390,2,194.47
11652,108,6,480.51
11655,113,4,549.3199999999999
11656,900,1,88.49
11657,1016,1,9.74
11658,282,1,21.59
11660,984,1,62.19
11661,407,1,21.92
11662,0,2,62.41
11663,772,1,18.23
11665,39,2,175.84
11666,792,1,78.6
11667,567,2,288.82
11668,238,1,27.91
11669,991,1,71.54
11670,138,1,54.64
11673,379,2,37.91
11674,86,2,177.31
11675,613,1,12.01
11676,906,1,23.51
11677,775,1,20.95
11678,862,1,136.61
11679,609,1,34.77
11680,707,1,39.73
11681,738,1,148.42
11682,650,2,195.56
11684,154,3,219.7
11685,357,3,144.97
11686,744,1,12.39
11687,626,1,204.26
11688,35,1,147.61
11689,882,1,161.25
11693,722,1,24.74
11694,66,3,166.7
11697,947,1,27.13
11698,214,1,31.78
11700,453,2,326.75
11702,108,4,416.52
11703,26,2,89.78
11704,726,1,13.48
11705,614,3,224.12
11706,673,1,73.01
11707,358,1,188.44
11714,183,2,245.57
11715,244,1,93.32
11716,723,1,200.8
11717,89,3,168.69
11719,416,1,54.31
11720,535,3,623.5699999999999
11721,290,2,28.79
11722,32,1,41.76
11723,790,1,42.41
11724,523,1,321.44
11728,53,3,230.09
11730,555,1,32.72
11732,48,4,315.60999999999996
11733,530,1,34.66
11734,66,1,180.18
11738,949,1,20.25
11740,594,3,314.15
11742,592,1,73.57
11745,796,1,37.25
11747,692,1,235.26
11751,345,2,180.96
11754,62,2,468.42
11755,65,1,28.63
11756,321,1,54.51
11757,385,2,166.26
11758,456,4,284.84000000000003
11759,610,1,9.08
11760,657,1,86.34
11761,869,1,115.08
11762,43,1,64.79
11764,172,1,82.09
11765,300,1,70.36
11766,241,1,13.52
11767,116,1,414.87
11768,785,2,58.489999999999995
11772,563,1,152.48
11773,590,1,74.99
11774,694,1,206.07
11777,755,1,33.33
11779,249,3,170.89
11781,381,2,272.11
11782,627,1,54.37
11783,90,4,507.63
11785,32,1,187.53
11787,133,1,273.21
11790,833,1,166.78
11791,748,1,46.2
11794,739,1,55.44
11795,744,1,51.55
11797,480,1,173.04
11799,572,2,292.7
11800,715,1,1858.32
11801,424,1,259.96
11802,403,2,129.18
11804,288,3,494.79
11805,174,2,79.38000000000001
11807,516,1,118.68
11808,422,1,118.89
11809,919,1,175.92
11811,8,1,64.4
11813,756,1,9.08
11814,1091,1,74.12
11816,773,1,16.97
11817,876,1,48.37
11819,1025,1,100.76
11821,894,1,40.55
11824,723,2,267.62
11825,247,2,106.66
11826,205,1,109.33
11827,174,2,437.08
11828,351,1,39.14
11829,792,2,82.58
11830,394,2,71.47
11832,23,2,82.93
11834,819,1,37.15
11835,775,1,82.39
11838,425,2,76.41
11840,164,1,60.12
11841,105,3,369.03
11843,134,2,484.35999999999996
11844,246,1,69.28
11847,306,1,204.2
11851,6,2,165.62
11852,925,1,58.77
11853,476,1,78.21
11857,244,1,152.37
11858,107,2,62.17
11859,419,2,271.3
11860,826,1,46.27
11861,46,2,186.5
11864,990,1,292.71
11865,703,1,147.49
11869,852,1,23.13
11873,205,1,12.2
11875,99,1,256.23
11877,893,1,66.58
11881,144,2,146.59
11882,411,2,116.12
11889,39,2,36.12
11890,231,2,138.59
11891,641,2,165.7
11893,932,1,175.43
11894,196,1,260.44
11898,19,1,75.4
11899,420,1,18.29
11900,306,3,191.17
11901,288,2,100.77000000000001
11902,52,1,33.18
11903,314,2,110.09
11904,837,1,568.95
11905,1031,1,241.9
11907,15,3,257.74
11910,972,1,124.05
11911,769,1,55.39
11913,471,2,231.36
11918,888,2,379.09000000000003
11920,602,3,544.89
11922,798,1,70.36
11923,1050,1,37.02
11925,782,1,128.41
11926,36,1,41.44
11927,1005,1,141.63
11930,568,1,134.44
11932,2,1,137.36
11933,744,1,8.97
11934,227,1,149.98
11935,470,1,89.63
11939,1073,1,72.98
11940,633,3,339.78000000000003
11942,156,2,326.14
11943,266,2,107.22999999999999
11945,225,1,86.45
11947,702,1,52.04
11948,722,1,110.15
11949,827,1,96.89
11952,84,1,188.05
11953,48,1,120.69
11955,135,1,18.88
11956,1046,1,23.95
11957,978,1,32.74
11959,63,2,192.53
11963,679,1,70.34
11964,754,1,95.76
11965,144,2,123.92
11968,174,2,179.92999999999998
11969,379,2,496.59000000000003
11970,896,2,196.85
11971,916,1,385.4
11972,418,1,34.77
11973,302,3,155.06
11975,553,1,99.57
11977,5,1,57.21
11978,159,2,308.28000000000003
11983,358,1,75.69
11984,822,1,128.14
11985,329,1,111.58
11988,187,1,28.63
11989,66,1,68.98
11991,671,2,161.12
11993,457,1,76.36
11995,130,2,223.99
11996,733,1,102.66
11997,1060,1,185.25
11998,362,1,52.22
11999,44,1,66.96
12000,420,2,259.69
12001,957,2,305.86
12002,1090,1,58.76
12003,211,2,106.21000000000001
12004,346,1,284.7
12005,77,1,38.31
12007,31,1,66.3
12010,287,2,160.31
12012,415,1,68.37
12014,742,1,19.78
12015,149,3,886.63
12016,847,2,398.08000000000004
12017,395,1,24.52
12020,969,1,89.27
12024,378,1,67.12
12026,833,2,119.73
12027,476,1,8.45
12029,851,1,174.1
12030,359,2,383.93
12032,198,2,48.17
12034,20,1,123.12
12035,695,1,189.58
12036,759,1,99.77
12039,781,1,19.53
12040,135,1,55.11
12041,974,1,158.02
12042,369,1,30.69
12044,88,3,137.57
12045,736,2,58.2
12046,455,1,94.89
12047,230,1,11.98
12048,146,2,79.18
12049,45,1,82.63
12051,287,1,158.08
12052,670,2,104.09
12053,245,1,33.04
12054,765,1,9.32
12055,758,1,108.02
12056,372,2,198.89999999999998
12058,399,3,602.7
12059,872,1,164.88
12062,202,4,209.01
12064,796,1,121.58
12065,242,2,45.260000000000005
12066,254,3,188.75
12067,1040,1,61.78
12068,111,1,21.51
12070,464,2,58.62
12072,495,1,37.83
12073,365,1,30.9
12075,224,2,136.0
12076,499,3,416.98
12077,713,1,43.49
12078,618,2,225.26999999999998
12081,477,1,34.84
12082,27,2,41.82
12083,129,1,5.62
12084,413,2,140.11
12086,93,2,140.76
12089,306,1,87.21
12095,396,3,282.73
12096,779,1,99.37
12097,199,1,36.76
12098,54,2,311.89
12101,614,2,618.0
12103,166,3,195.95000000000002
12104,336,3,198.44
12105,159,2,447.27
12107,569,4,750.79
12109,397,1,29.21
12110,135,1,28.8
12111,171,3,386.65999999999997
12113,1030,1,292.27
12115,468,2,198.34
